[(797.1385498046875, 126.57244110107422), (784.9168090820312, 218.717529296875), (792.784912109375, 265.2285461425781), (815.0409545898438, 401.8451232910156), (843.3128051757812, 574.315185546875), (883.1851196289062, 572.66357421875), (804.27490234375, 574.601318359375)]

[(797.1385498046875, 126.57244110107422), (784.9168090820312, 218.717529296875), (792.784912109375, 265.2285461425781), (815.0409545898438, 401.8451232910156), (843.3128051757812, 574.315185546875), (883.1851196289062, 572.66357421875), (804.27490234375, 574.601318359375)]

[(796.3646240234375, 126.7403564453125), (784.5257568359375, 219.14041137695312), (792.4550170898438, 265.56024169921875), (814.982666015625, 401.8693542480469), (843.34716796875, 574.2781372070312), (883.1363525390625, 572.7718505859375), (804.4404296875, 574.4791870117188)]

[(796.3646240234375, 126.7403564453125), (784.5257568359375, 219.14041137695312), (792.4550170898438, 265.56024169921875), (814.982666015625, 401.8693542480469), (843.34716796875, 574.2781372070312), (883.1363525390625, 572.7718505859375), (804.4404296875, 574.4791870117188)]

[(795.8002319335938, 126.79582214355469), (784.1911010742188, 219.30474853515625), (792.1812744140625, 265.6694641113281), (814.9160766601562, 401.8247375488281), (843.435302734375, 574.0883178710938), (883.0867919921875, 572.8348388671875), (804.8380126953125, 573.8593139648438)]

[(795.8002319335938, 126.79582214355469), (784.1911010742188, 219.30474853515625), (792.1812744140625, 265.6694641113281), (814.9160766601562, 401.8247375488281), (843.435302734375, 574.0883178710938), (883.0867919921875, 572.8348388671875), (804.8380126953125, 573.8593139648438)]

[(795.2305297851562, 126.98617553710938), (783.8253173828125, 219.6119384765625), (791.7086791992188, 266.0108642578125), (814.3016967773438, 402.0762939453125), (842.6922607421875, 574.4110107421875), (880.954833984375, 574.2462158203125), (804.6666259765625, 573.9068603515625)]

[(795.2305297851562, 126.98617553710938), (783.8253173828125, 219.6119384765625), (791.7086791992188, 266.0108642578125), (814.3016967773438, 402.0762939453125), (842.6922607421875, 574.4110107421875), (880.954833984375, 574.2462158203125), (804.6666259765625, 573.9068603515625)]

[(794.7318725585938, 127.13221740722656), (783.519287109375, 219.95986938476562), (791.3207397460938, 266.3134460449219), (813.7529907226562, 402.1228332519531), (841.9324340820312, 574.2225952148438), (879.9271240234375, 573.587158203125), (804.12060546875, 574.1397094726562)]

[(794.7318725585938, 127.13221740722656), (783.519287109375, 219.95986938476562), (791.3207397460938, 266.3134460449219), (813.7529907226562, 402.1228332519531), (841.9324340820312, 574.2225952148438), (879.9271240234375, 573.587158203125), (804.12060546875, 574.1397094726562)]

[(794.3663330078125, 127.21492004394531), (783.368896484375, 220.04537963867188), (791.0339965820312, 266.4352111816406), (812.9525146484375, 402.2606506347656), (840.24853515625, 574.5029296875), (878.1558837890625, 573.5697631835938), (802.600341796875, 574.884765625)]

[(794.3663330078125, 127.21492004394531), (783.368896484375, 220.04537963867188), (791.0339965820312, 266.4352111816406), (812.9525146484375, 402.2606506347656), (840.24853515625, 574.5029296875), (878.1558837890625, 573.5697631835938), (802.600341796875, 574.884765625)]

[(793.9473266601562, 127.36785125732422), (783.2313232421875, 220.16543579101562), (790.6405029296875, 266.65081787109375), (811.2843017578125, 402.6641845703125), (836.0109252929688, 575.1964721679688), (873.21875, 574.3545532226562), (799.2166137695312, 575.6760864257812)]

[(793.9473266601562, 127.36785125732422), (783.2313232421875, 220.16543579101562), (790.6405029296875, 266.65081787109375), (811.2843017578125, 402.6641845703125), (836.0109252929688, 575.1964721679688), (873.21875, 574.3545532226562), (799.2166137695312, 575.6760864257812)]

[(793.6526489257812, 127.5486831665039), (782.943603515625, 220.35128784179688), (790.341552734375, 266.8943176269531), (811.0908813476562, 403.0440673828125), (836.2730102539062, 576.3225708007812), (873.6896362304688, 576.697265625), (799.3881225585938, 576.1341552734375)]

[(793.6526489257812, 127.5486831665039), (782.943603515625, 220.35128784179688), (790.341552734375, 266.8943176269531), (811.0908813476562, 403.0440673828125), (836.2730102539062, 576.3225708007812), (873.6896362304688, 576.697265625), (799.3881225585938, 576.1341552734375)]

[(793.30126953125, 127.58171081542969), (782.5676879882812, 220.3881378173828), (789.9105834960938, 267.02484130859375), (810.6376953125, 403.4466552734375), (836.0029296875, 577.2928466796875), (873.360107421875, 578.1201782226562), (799.2075805664062, 576.7084350585938)]

[(793.30126953125, 127.58171081542969), (782.5676879882812, 220.3881378173828), (789.9105834960938, 267.02484130859375), (810.6376953125, 403.4466552734375), (836.0029296875, 577.2928466796875), (873.360107421875, 578.1201782226562), (799.2075805664062, 576.7084350585938)]

[(792.866943359375, 127.7163314819336), (782.3475341796875, 220.52337646484375), (789.6837158203125, 267.21002197265625), (810.4837646484375, 403.7431945800781), (836.0889282226562, 577.8839111328125), (873.5166015625, 578.9781494140625), (799.258544921875, 577.0450439453125)]

[(792.866943359375, 127.7163314819336), (782.3475341796875, 220.52337646484375), (789.6837158203125, 267.21002197265625), (810.4837646484375, 403.7431945800781), (836.0889282226562, 577.8839111328125), (873.5166015625, 578.9781494140625), (799.258544921875, 577.0450439453125)]

[(792.4051513671875, 127.66912078857422), (782.1594848632812, 220.62892150878906), (789.4530029296875, 267.34173583984375), (810.2522583007812, 403.87506103515625), (835.98779296875, 577.9404296875), (873.4425659179688, 578.6251220703125), (798.9764404296875, 577.62353515625)]

[(792.4051513671875, 127.66912078857422), (782.1594848632812, 220.62892150878906), (789.4530029296875, 267.34173583984375), (810.2522583007812, 403.87506103515625), (835.98779296875, 577.9404296875), (873.4425659179688, 578.6251220703125), (798.9764404296875, 577.62353515625)]

[(791.8162231445312, 127.74325561523438), (781.9403076171875, 220.7017364501953), (789.085693359375, 267.3420715332031), (809.271240234375, 403.2939147949219), (833.963134765625, 575.5443725585938), (868.9127197265625, 565.979736328125), (797.6386108398438, 578.6832275390625)]

[(791.8162231445312, 127.74325561523438), (781.9403076171875, 220.7017364501953), (789.085693359375, 267.3420715332031), (809.271240234375, 403.2939147949219), (833.963134765625, 575.5443725585938), (868.9127197265625, 565.979736328125), (797.6386108398438, 578.6832275390625)]

[(791.2320556640625, 127.9093246459961), (781.730712890625, 220.85731506347656), (788.8681640625, 267.42724609375), (809.0816650390625, 403.1934814453125), (833.8798217773438, 575.1846923828125), (869.1821899414062, 565.2925415039062), (797.4594116210938, 579.3494262695312)]

[(791.2320556640625, 127.9093246459961), (781.730712890625, 220.85731506347656), (788.8681640625, 267.42724609375), (809.0816650390625, 403.1934814453125), (833.8798217773438, 575.1846923828125), (869.1821899414062, 565.2925415039062), (797.4594116210938, 579.3494262695312)]

[(790.600830078125, 127.91781616210938), (781.5407104492188, 220.97515869140625), (788.6627197265625, 267.5014343261719), (808.908935546875, 403.14202880859375), (833.81884765625, 575.0472412109375), (869.4043579101562, 564.783203125), (797.1532592773438, 580.467529296875)]

[(790.600830078125, 127.91781616210938), (781.5407104492188, 220.97515869140625), (788.6627197265625, 267.5014343261719), (808.908935546875, 403.14202880859375), (833.81884765625, 575.0472412109375), (869.4043579101562, 564.783203125), (797.1532592773438, 580.467529296875)]

[(789.9727172851562, 128.087890625), (781.2734375, 221.03533935546875), (788.1907958984375, 267.5594177246094), (807.747802734375, 403.1029052734375), (831.826416015625, 574.86376953125), (867.8751831054688, 564.6463012695312), (795.3230590820312, 581.620361328125)]

[(789.9727172851562, 128.087890625), (781.2734375, 221.03533935546875), (788.1907958984375, 267.5594177246094), (807.747802734375, 403.1029052734375), (831.826416015625, 574.86376953125), (867.8751831054688, 564.6463012695312), (795.3230590820312, 581.620361328125)]

[(789.3372192382812, 128.24795532226562), (781.0054931640625, 221.19293212890625), (787.9132080078125, 267.820068359375), (807.5435180664062, 403.8316345214844), (832.1340942382812, 577.0958251953125), (869.7740478515625, 572.7455444335938), (795.2796020507812, 582.265380859375)]

[(789.3372192382812, 128.24795532226562), (781.0054931640625, 221.19293212890625), (787.9132080078125, 267.820068359375), (807.5435180664062, 403.8316345214844), (832.1340942382812, 577.0958251953125), (869.7740478515625, 572.7455444335938), (795.2796020507812, 582.265380859375)]

[(788.8255615234375, 128.3213348388672), (780.5776977539062, 221.39385986328125), (787.401123046875, 267.9937438964844), (806.885009765625, 403.8527526855469), (831.3119506835938, 576.7501220703125), (868.0407104492188, 570.4238891601562), (794.60595703125, 582.7590942382812)]

[(788.8255615234375, 128.3213348388672), (780.5776977539062, 221.39385986328125), (787.401123046875, 267.9937438964844), (806.885009765625, 403.8527526855469), (831.3119506835938, 576.7501220703125), (868.0407104492188, 570.4238891601562), (794.60595703125, 582.7590942382812)]

[(788.0831909179688, 128.36709594726562), (779.9144287109375, 221.6286163330078), (786.8519897460938, 268.3430480957031), (806.6588745117188, 404.5902099609375), (831.807861328125, 578.4654541015625), (869.5227661132812, 574.4619750976562), (794.6961059570312, 583.2384643554688)]

[(788.0831909179688, 128.36709594726562), (779.9144287109375, 221.6286163330078), (786.8519897460938, 268.3430480957031), (806.6588745117188, 404.5902099609375), (831.807861328125, 578.4654541015625), (869.5227661132812, 574.4619750976562), (794.6961059570312, 583.2384643554688)]

[(787.4925537109375, 128.35122680664062), (779.618896484375, 221.78472900390625), (786.4603881835938, 268.498046875), (805.9985961914062, 404.6693420410156), (830.6250610351562, 578.1259765625), (867.37890625, 571.470703125), (793.4219360351562, 584.3712158203125)]

[(787.4925537109375, 128.35122680664062), (779.618896484375, 221.78472900390625), (786.4603881835938, 268.498046875), (805.9985961914062, 404.6693420410156), (830.6250610351562, 578.1259765625), (867.37890625, 571.470703125), (793.4219360351562, 584.3712158203125)]

[(786.8440551757812, 128.40155029296875), (779.2470092773438, 221.8987579345703), (785.9965209960938, 268.61053466796875), (805.2942504882812, 404.7192077636719), (829.5454711914062, 577.8658447265625), (866.1170654296875, 570.2546997070312), (792.514892578125, 584.9357299804688)]

[(786.8440551757812, 128.40155029296875), (779.2470092773438, 221.8987579345703), (785.9965209960938, 268.61053466796875), (805.2942504882812, 404.7192077636719), (829.5454711914062, 577.8658447265625), (866.1170654296875, 570.2546997070312), (792.514892578125, 584.9357299804688)]

[(786.086669921875, 128.44195556640625), (778.7550659179688, 221.99050903320312), (785.6318359375, 268.681884765625), (805.2355346679688, 404.7331237792969), (829.7000122070312, 577.8126220703125), (866.8652954101562, 569.3720092773438), (792.6853637695312, 585.4149780273438)]

[(786.086669921875, 128.44195556640625), (778.7550659179688, 221.99050903320312), (785.6318359375, 268.681884765625), (805.2355346679688, 404.7331237792969), (829.7000122070312, 577.8126220703125), (866.8652954101562, 569.3720092773438), (792.6853637695312, 585.4149780273438)]

[(785.2535400390625, 128.61602783203125), (778.3943481445312, 222.11489868164062), (785.2337036132812, 268.8212890625), (804.8239135742188, 404.8753356933594), (829.367919921875, 577.8699340820312), (866.5237426757812, 569.1082153320312), (792.1983642578125, 586.1444091796875)]

[(785.2535400390625, 128.61602783203125), (778.3943481445312, 222.11489868164062), (785.2337036132812, 268.8212890625), (804.8239135742188, 404.8753356933594), (829.367919921875, 577.8699340820312), (866.5237426757812, 569.1082153320312), (792.1983642578125, 586.1444091796875)]

[(784.549072265625, 128.64793395996094), (777.9579467773438, 222.23193359375), (784.7800903320312, 268.95379638671875), (804.4102172851562, 405.0142822265625), (829.0774536132812, 577.9378051757812), (866.2921752929688, 569.0230712890625), (791.8689575195312, 586.5186157226562)]

[(784.549072265625, 128.64793395996094), (777.9579467773438, 222.23193359375), (784.7800903320312, 268.95379638671875), (804.4102172851562, 405.0142822265625), (829.0774536132812, 577.9378051757812), (866.2921752929688, 569.0230712890625), (791.8689575195312, 586.5186157226562)]

[(783.9684448242188, 128.72061157226562), (777.6373901367188, 222.25411987304688), (784.5765380859375, 268.985107421875), (804.4160766601562, 405.0670471191406), (829.6553955078125, 578.1349487304688), (867.295654296875, 568.8403930664062), (792.4041748046875, 587.2356567382812)]

[(783.9684448242188, 128.72061157226562), (777.6373901367188, 222.25411987304688), (784.5765380859375, 268.985107421875), (804.4160766601562, 405.0670471191406), (829.6553955078125, 578.1349487304688), (867.295654296875, 568.8403930664062), (792.4041748046875, 587.2356567382812)]

[(783.302490234375, 128.618408203125), (777.1368408203125, 222.19110107421875), (784.0924682617188, 268.98779296875), (804.0466918945312, 405.20404052734375), (829.361083984375, 578.3504028320312), (866.9189453125, 568.9353637695312), (792.1922607421875, 587.6795654296875)]

[(783.302490234375, 128.618408203125), (777.1368408203125, 222.19110107421875), (784.0924682617188, 268.98779296875), (804.0466918945312, 405.20404052734375), (829.361083984375, 578.3504028320312), (866.9189453125, 568.9353637695312), (792.1922607421875, 587.6795654296875)]

[(782.7374877929688, 128.560546875), (776.8629150390625, 222.27645874023438), (783.8917236328125, 269.19903564453125), (804.2252807617188, 406.2640380859375), (831.04638671875, 581.7644653320312), (870.6359252929688, 577.8419799804688), (792.7304077148438, 588.2974853515625)]

[(782.7374877929688, 128.560546875), (776.8629150390625, 222.27645874023438), (783.8917236328125, 269.19903564453125), (804.2252807617188, 406.2640380859375), (831.04638671875, 581.7644653320312), (870.6359252929688, 577.8419799804688), (792.7304077148438, 588.2974853515625)]

[(782.0288696289062, 128.54071044921875), (776.461669921875, 222.34686279296875), (783.4134521484375, 269.56475830078125), (803.4763793945312, 408.2915344238281), (829.7623291015625, 586.9149169921875), (867.4375, 588.1769409179688), (792.511962890625, 589.084228515625)]

[(782.0288696289062, 128.54071044921875), (776.461669921875, 222.34686279296875), (783.4134521484375, 269.56475830078125), (803.4763793945312, 408.2915344238281), (829.7623291015625, 586.9149169921875), (867.4375, 588.1769409179688), (792.511962890625, 589.084228515625)]

[(781.3989868164062, 128.7044677734375), (775.9827270507812, 222.5043182373047), (783.015869140625, 269.8424987792969), (803.3637084960938, 408.6912536621094), (829.8348999023438, 587.058837890625), (867.7064819335938, 587.9376220703125), (792.4583129882812, 589.3375854492188)]

[(781.3989868164062, 128.7044677734375), (775.9827270507812, 222.5043182373047), (783.015869140625, 269.8424987792969), (803.3637084960938, 408.6912536621094), (829.8348999023438, 587.058837890625), (867.7064819335938, 587.9376220703125), (792.4583129882812, 589.3375854492188)]

[(780.8814697265625, 128.66677856445312), (775.7403564453125, 222.55873107910156), (782.7948608398438, 270.0169677734375), (803.2221069335938, 409.0613098144531), (829.7396240234375, 587.3138427734375), (867.6441650390625, 587.9210815429688), (792.39404296875, 589.5371704101562)]

[(780.8814697265625, 128.66677856445312), (775.7403564453125, 222.55873107910156), (782.7948608398438, 270.0169677734375), (803.2221069335938, 409.0613098144531), (829.7396240234375, 587.3138427734375), (867.6441650390625, 587.9210815429688), (792.39404296875, 589.5371704101562)]

[(780.2607421875, 128.66830444335938), (775.2214965820312, 222.63778686523438), (782.3048706054688, 270.2507019042969), (802.833740234375, 409.5619201660156), (829.402099609375, 587.7766723632812), (867.438720703125, 587.9364013671875), (792.0062255859375, 590.0739135742188)]

